,Index,Tamil,English
2386,2386,முள்ளிவாய்க்காலில் செய்த கொடூரத்தை விடவா..? அந்த சாபம்தான் இது! இலங்கை எம்.பி. சிறிதரன் உருக்கம் ,Than the brutality done in Mullivaikal..? This is the curse! Sri Lanka MP Sridharan Melting
2387,2387,சிதம்பரத்தில் அடுத்த ஒரு மாதத்திற்கு 144 தடை உத்தரவு.. என்ன காரணம் தெரியுமா.. பரபர தகவல் , 144 restraining order for next one month in Chidambaram.. Do you know the reason.. Parapara information
2388,2388,சிதம்பரத்தில் பிறப்பிக்கப்பட்டிருந்த 144 தடை உத்தரவு வாபஸ் - கோட்டாட்சியர் அறிவிப்பு , Withdrawal of Prohibitory Order 144 issued in Chidambaram - Kotaksiyar notification
2389,2389,320 சீன செயலிகளுக்கு தடை போட்ட மத்திய அரசு.. டிக்டாக் முதல் ஷேர் இட் வரை.. இதுதான் உண்மையான காரணம்.! , The central government has banned 320 Chinese apps.. From Tiktok to Share It.. This is the real reason.!
2390,2390,அடுத்த கட்டத்துக்கு நகரும் காஷ்மீர் பைல்ஸ் பிரச்சனை... உச்சநீதிமன்றத்தில் சீராய்வு மனு தாக்கல் ,Kashmir piles problem moving to the next stage... Review petition filed in Supreme Court
2391,2391,தமிழக நீட் விலக்கு மசோதா மத்திய அரசுக்கு இன்னும் கிடைக்கவில்லை! மத்திய அமைச்சர் பரபரப்பு தகவல் , Tamil Nadu NEET Exemption Bill has not yet been received by the Central Government! Central minister sensational information
2392,2392,"முஸ்லீம்கள் பாதிக்கப்படுவதையும் படமாக எடுங்க என்று, கருத்து கூறிய ம.பி. ஐஏஎஸ் அதிகாரிக்கு நோட்டீஸ் ", M. P. said that the suffering of Muslims should also be taken as a film. Notice to IAS Officer
2393,2393," ""எல்லை பிரச்சினையை தீர்க்க இது தான் ஒரே வழி.."" சீன அதிகாரிகளிடம் அஜித் தோவல் ஓபன் டாக்.. பின்னணி","""This is the only way to solve the border issue.."" Ajit Doval Open Talk to Chinese officials.. Background"
2394,2394, முல்லைப் பெரியாறு அணை விவகாரம்.. கேரள ஒத்துழைக்காவிட்டால் நீதிமன்றத்தை நாடலாம்.. சுப்ரீம் கோர்ட்," Mullaip Periyar Dam issue.. If Kerala does not cooperate, may approach court.. Supreme Court"
2395,2395," மிஷன் ""குஜராத்!"" ராகுல் காந்தியை தனியாக சந்தித்த பிரசாந்த் கிஷோர்.. ஒர்க்அவுட் ஆகுமா காங். வியூகம்?"," Mission ""Gujarat!"" Prashant Kishore who met Rahul Gandhi alone. The strategy?"
2396,2396," ஆஹா.. ஒரே வார்த்தை சொன்ன கெஜ்ரிவால்.. ""தி காஷ்மீர் ஃபைல்ஸ்"" குறித்து நச் பதிலடி.. செம டென்ஷனில் பாஜக","Wow.. Kejriwal who said only one word.. Nach response about ""The Kashmir files"".. BJP in sema tension"
2397,2397,3 டெல்லி மாநகராட்சிகளை இணைக்கும் மசோதா.. மக்களவையில் இன்று தாக்கல் செய்கிறார் அமித்ஷா..! , Amit Shah will file a bill to merge 3 Delhi Municipal Corporations in the Lok Sabha today..!
2398,2398,"பாகிஸ்தான் மாநாட்டில் பேசிய மறுநாள், முன் அறிவிப்பின்றி இந்தியா வந்த சீன வெளியுறவுத்துறை அமைச்சர் "," The day after speaking at the Pakistan conference, the Chinese Foreign Minister came to India unannounced"
2399,2399,ஹிட்லர் கூட வேலை வாய்ப்பை கொடுத்தார்... மோடி என்ன செய்தார்? - அர்விந்த் கெஜ்ரிவால் கேள்வி ,Even Hitler offered a job... What did Modi do? - Question by Arvind Kejriwal
2400,2400,வீடுகள் குலுங்கியதா? திண்டுக்கல்லில் நில அதிர்வு இல்லை..வான் இயற்பியல் ஆராய்ச்சி மையம் நிம்மதி தகவல், Did houses shake? No earthquake in Dindigul..Relief information from Aerophysical Research Centre
2401,2401,ஐக்கிய அரபு அமீரக அமைச்சர்களுடன் முதல்வர் ஸ்டாலின் ஆலோசனை! ராஜமரியாதை அளித்து வரும் துபாய் அரசு! , Chief Minister Stalin's consultation with the United Arab Emirates ministers! The government of Dubai is giving royal respect!
2402,2402, UAE அமைச்சர்கள் உடன் சந்திப்பு.. 'Karunanidhi A Life' புத்தகத்தை பரிசாக தந்த முதல்வர் ஸ்டாலின்!, Meeting with UAE Ministers.. Chief Minister Stalin gifted the book 'Karunanidhi A Life'!
